ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
23231,240,61.82,241,18.69,18.43,0.87,0.2,0.0,0.0,8.0,1.86,19.0,133.0,231.0,51.0,4.86,0.065,0.083,24.0,0.0,0.109,0.248,4.704,0.433,0.411,3.0,0.0,3.0,3.0,1.78,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,6.0,8.074,8.611,0.861,66.0,85.0,4,4.0,72.65509043964131,0
23232,241,64.83,208,20.12,14.14,0.91,0.0,0.0,0.0,7.0,1.72,21.0,144.0,268.0,52.0,5.13,0.078,0.083,24.4,0.0,0.088,0.239,4.896,0.433,0.399,3.0,0.0,3.0,3.0,1.66,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,6.29,6.773,0.691,61.0,85.0,4,3.0,73.6391697448559,0
23239,200,63.64,173,28.97,6.37,1.11,0.0,0.0,0.0,5.0,2.77,27.0,245.0,379.0,57.0,7.11,0.101,0.083,35.0,0.0,0.067,0.193,5.851,0.433,0.581,7.0,0.0,7.0,7.0,3.36,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,1.994,2.693,0.235,88.0,85.0,4,10.0,77.84374387818312,0
23240,210,72.28,132,23.03,4.4,1.04,0.0,0.0,0.0,5.0,2.23,25.0,222.0,395.0,65.0,5.19,0.097,0.083,28.4,0.0,0.064,0.183,5.867,0.433,0.659,4.0,0.0,4.0,4.0,3.24,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.392,1.917,0.143,68.0,85.0,4,11.0,75.92764828695017,0
23241,202,62.62,181,28.26,7.23,1.17,0.73,0.0,0.0,17.0,2.02,25.0,232.0,371.0,62.0,5.61,0.094,0.083,35.3,0.0,0.067,0.129,7.44,0.433,0.525,7.0,0.0,7.0,7.0,2.74,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,2.653,3.404,0.268,84.0,85.0,4,21.0,77.41691536317926,0
23242,211,61.65,189,28.19,7.96,1.14,1.07,0.0,0.0,17.0,2.04,25.0,233.0,374.0,62.0,5.65,0.095,0.083,34.8,0.0,0.067,0.129,7.423,0.433,0.524,7.0,0.0,7.0,7.0,2.79,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,2.905,3.763,0.292,83.0,85.0,4,22.0,77.3272610792752,0
23243,206,64.07,170,28.36,6.14,1.21,0.22,0.0,0.0,21.0,1.82,26.0,240.0,389.0,63.0,5.41,0.08,0.083,36.3,0.0,0.081,0.15,8.287,0.433,0.627,7.0,0.0,7.0,7.0,2.65,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,2.275,2.864,0.231,85.0,85.0,4,19.0,77.54874951687282,0
23244,205,72.93,134,21.38,5.36,0.98,0.0,0.0,0.0,5.0,2.0,25.0,220.0,375.0,55.0,5.3,0.079,0.083,27.9,0.0,0.075,0.182,5.048,0.433,0.543,3.0,0.0,3.0,3.0,2.69,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.875,2.354,0.189,67.0,85.0,4,20.0,75.23679849493753,0
23245,203,72.52,138,21.34,5.82,0.99,0.0,0.0,0.0,5.0,2.08,24.0,206.0,367.0,60.0,4.82,0.09,0.083,27.4,0.0,0.059,0.169,5.438,0.433,0.61,3.0,0.0,3.0,3.0,2.73,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,2.08,2.536,0.195,67.0,85.0,4,19.0,75.15958639019732,0
23246,204,73.56,128,21.44,4.68,0.98,0.0,0.0,0.0,5.0,1.98,24.0,213.0,355.0,52.0,5.57,0.067,0.083,28.6,0.0,0.068,0.205,5.356,0.433,0.539,3.0,0.0,3.0,3.0,2.64,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.568,2.083,0.18,67.0,85.0,4,22.0,75.34454247195215,0
23250,441,60.91,195,28.33,8.76,1.17,0.82,0.0,0.0,17.0,2.02,25.0,232.0,371.0,62.0,5.61,0.094,0.083,34.2,0.0,0.075,0.145,8.359,0.433,0.59,7.0,0.0,7.0,7.0,4.09,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,3.014,3.862,0.355,81.0,85.0,4,16.0,77.35135125595414,0
23251,439,59.74,206,28.24,9.97,1.18,0.88,0.0,0.0,17.0,2.02,25.0,231.0,371.0,62.0,5.6,0.094,0.083,34.6,0.0,0.075,0.145,8.33,0.433,0.588,7.0,0.0,7.0,7.0,3.72,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,3.498,4.421,0.375,79.0,85.0,4,14.0,77.19498571355456,0
23252,440,62.67,179,28.48,6.95,1.15,0.74,0.0,0.0,22.0,1.85,26.0,245.0,396.0,64.0,5.52,0.082,0.083,33.7,0.0,0.081,0.151,8.324,0.433,0.629,7.0,0.0,7.0,7.0,4.65,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,2.29,3.024,0.326,85.0,85.0,4,17.0,77.58537011512104,0
23253,444,70.59,143,22.61,5.84,1.0,0.0,0.0,0.0,5.0,2.17,27.0,239.0,407.0,60.0,5.76,0.086,0.083,25.5,0.0,0.08,0.192,5.337,0.433,0.574,4.0,0.0,4.0,4.0,2.87,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,2.1,2.545,0.208,69.0,85.0,4,20.0,75.59903356917586,0
23254,437,69.79,149,22.5,6.48,1.0,0.23,0.0,0.0,5.0,2.27,26.0,226.0,402.0,66.0,5.28,0.099,0.083,26.7,0.0,0.062,0.179,5.733,0.433,0.644,4.0,0.0,4.0,4.0,2.9,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,2.419,2.866,0.257,65.0,85.0,4,20.0,75.47222923259109,0
23255,438,71.8,135,22.77,4.88,1.01,0.0,0.0,0.0,5.0,2.39,25.0,220.0,387.0,57.0,5.76,0.098,0.083,23.6,0.0,0.083,0.211,5.973,0.433,0.645,4.0,0.0,4.0,4.0,2.82,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.621,2.062,0.134,76.0,85.0,4,19.0,75.77525365279436,0
23259,213,63.93,170,29.12,5.92,1.12,0.0,0.0,0.0,5.0,2.75,27.0,243.0,377.0,57.0,7.07,0.101,0.083,34.8,0.0,0.068,0.194,5.882,0.433,0.584,7.0,0.0,7.0,7.0,3.78,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,1.742,2.323,0.2,86.0,85.0,4,6.0,77.96693027614577,0
23260,209,64.36,165,29.35,5.25,1.12,0.0,0.0,0.0,6.0,2.75,29.0,268.0,426.0,58.0,8.17,0.097,0.083,34.5,0.0,0.071,0.24,4.969,0.433,0.487,7.0,0.0,7.0,7.0,4.4,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.364,1.767,0.149,84.0,85.0,4,6.0,78.14994502498142,0
23261,214,72.67,128,23.04,3.98,1.06,0.0,0.0,0.0,5.0,2.24,25.0,222.0,395.0,65.0,5.2,0.097,0.083,26.3,0.0,0.064,0.183,5.869,0.433,0.659,4.0,0.0,4.0,4.0,2.9,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.285,1.704,0.125,69.0,85.0,4,7.0,75.9577389471975,0
23262,212,73.27,122,23.05,3.35,1.07,0.0,0.0,0.0,5.0,2.39,25.0,220.0,388.0,58.0,5.78,0.099,0.083,23.0,0.0,0.084,0.214,6.046,0.433,0.653,4.0,0.0,4.0,4.0,2.38,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.125,1.384,0.096,69.0,85.0,4,7.0,76.01597893477297,0
23263,277,71.57,133,22.66,4.66,1.06,0.04,0.0,0.0,5.0,2.28,26.0,226.0,402.0,66.0,5.29,0.099,0.083,23.9,0.0,0.063,0.18,5.774,0.433,0.648,4.0,0.0,4.0,4.0,2.98,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.683,2.164,0.191,65.0,85.0,4,6.0,75.72354360321978,0
23264,278,70.99,138,22.52,5.29,1.03,0.18,0.0,0.0,5.0,2.27,26.0,226.0,401.0,66.0,5.28,0.099,0.083,24.1,0.0,0.063,0.179,5.736,0.433,0.644,4.0,0.0,4.0,4.0,3.17,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.962,2.436,0.216,65.0,85.0,4,6.0,75.60026896285171,0
23265,279,72.46,125,22.89,3.72,1.11,0.0,0.0,0.0,5.0,2.17,26.0,233.0,389.0,57.0,6.1,0.073,0.083,23.5,0.0,0.073,0.219,5.717,0.433,0.575,4.0,0.0,4.0,4.0,2.69,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,1.265,1.757,0.152,65.0,85.0,4,5.0,75.93126622557229,0
23269,274,67.31,180,19.7,10.6,0.89,1.51,0.0,0.0,6.0,2.64,24.0,210.0,357.0,88.0,7.79,0.143,0.083,25.4,0.0,0.083,0.222,3.551,0.433,0.394,3.0,0.0,3.0,3.0,2.96,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,4.066,4.735,0.409,64.0,85.0,4,12.0,74.0108467564739,0
23270,275,66.5,187,19.46,11.4,0.89,1.75,0.0,0.0,6.0,2.64,24.0,210.0,357.0,88.0,7.8,0.143,0.083,25.5,0.0,0.082,0.219,3.509,0.433,0.39,3.0,0.0,3.0,3.0,3.21,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,4.359,5.171,0.453,64.0,85.0,4,12.0,73.84856897291134,0
23271,276,68.53,169,20.05,9.39,0.88,1.15,0.0,0.0,7.0,2.95,25.0,223.0,365.0,84.0,8.42,0.131,0.083,25.2,0.0,0.145,0.267,3.62,0.433,0.37,3.0,0.0,3.0,3.0,2.57,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,3.626,4.082,0.344,63.0,85.0,4,12.0,74.2596903397509,0
23275,280,63.52,178,28.15,7.31,1.09,0.0,0.0,0.0,6.0,2.68,28.0,254.0,398.0,55.0,7.0,0.096,0.083,35.6,0.0,0.057,0.224,5.691,0.433,0.539,7.0,0.0,7.0,7.0,4.01,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,2.587,3.133,0.255,85.0,85.0,4,6.0,77.40614978971834,0
23276,281,62.52,188,28.0,8.42,1.07,0.0,0.0,0.0,5.0,2.65,26.0,234.0,363.0,54.0,6.81,0.097,0.083,33.6,0.0,0.065,0.187,5.655,0.433,0.561,7.0,0.0,7.0,7.0,3.72,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,4.0,3.053,3.581,0.297,83.0,85.0,4,6.0,77.23513600801947,0
23281,201,67.4,191,19.9,12.4,0.9,0.0,0.0,0.0,6.0,2.41,22.0,192.0,326.0,80.0,7.12,0.131,0.083,28.1,0.0,0.084,0.224,3.588,0.433,0.399,3.0,0.0,3.0,3.0,2.64,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,4.619,6.5,0.406,68.0,85.0,4,7.0,73.94210592265377,0
23282,207,66.5,199,19.7,13.4,0.9,0.0,0.0,0.0,6.0,2.4,22.0,191.0,325.0,80.0,7.09,0.13,0.083,27.7,0.0,0.083,0.222,3.552,0.433,0.395,3.0,0.0,3.0,3.0,2.67,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,5.079,7.083,0.433,68.0,85.0,4,8.0,73.74973747884388,0
23283,208,68.6,179,20.1,10.9,0.9,0.0,0.0,0.0,7.0,2.74,24.0,207.0,339.0,78.0,7.82,0.121,0.083,28.7,0.0,0.145,0.267,3.63,0.433,0.371,3.0,0.0,3.0,3.0,2.6,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,3.93,5.626,0.366,68.0,85.0,4,7.0,74.19862659520209,0
23290,436,66.4,187,21.1,11.3,0.9,0.3,0.0,0.0,6.0,2.66,24.0,212.0,360.0,89.0,7.87,0.144,0.083,25.3,0.0,0.089,0.237,3.804,0.433,0.423,3.0,0.0,3.0,3.0,2.82,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,3.547,4.801,0.358,69.0,85.0,4,11.0,74.63180856339599,0
23291,442,65.1,199,20.8,12.6,0.9,0.6,0.0,0.0,6.0,2.66,24.0,212.0,360.0,89.0,7.87,0.144,0.083,26.4,0.0,0.088,0.234,3.75,0.433,0.417,3.0,0.0,3.0,3.0,2.85,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,4.043,5.414,0.425,65.0,85.0,4,13.0,74.40167237006746,0
23292,443,68.4,170,21.6,9.3,1.0,0.0,0.0,0.0,7.0,2.98,26.0,225.0,369.0,85.0,8.5,0.132,0.083,23.7,0.0,0.156,0.287,3.901,0.433,0.399,3.0,0.0,3.0,3.0,2.79,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,2.803,3.882,0.259,76.0,85.0,4,8.0,74.9999558787973,0
23293,12,63.56,234,17.72,18.12,0.82,0.0,0.0,0.0,6.0,1.79,21.0,149.0,232.0,62.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.938,7.969,0.699,66.0,85.0,3,0.0,72.32929947884034,0
23295,9,66.47,191,20.19,12.3,1.04,0.0,0.0,0.0,4.0,2.24,21.0,149.0,232.0,64.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.507,5.246,0.494,59.0,85.0,4,3.0,73.85351054761472,0
23303,2,72.95,131,21.79,4.87,1.01,0.0,0.0,0.0,5.0,1.57,21.0,149.0,232.0,66.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.09,2.067,0.225,41.0,85.0,4,23.0,75.35107240995303,0
23304,11,65.2,206,19.71,14.09,1.02,0.0,0.0,0.0,4.0,2.2,21.0,149.0,232.0,63.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.105,6.167,0.531,60.0,85.0,4,0.0,73.52577825389457,0
23305,15,66.42,199,19.9,13.17,0.91,0.11,0.0,0.0,5.0,1.46,21.0,149.0,232.0,60.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.837,5.447,0.436,46.0,85.0,4,7.0,73.69379179380925,0
23307,13,70.09,160,21.47,8.2,0.96,0.0,0.0,0.0,5.0,1.88,21.0,149.0,232.0,65.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.596,3.522,0.285,50.0,85.0,4,21.0,74.82532415847629,0
23308,14,73.31,130,21.4,4.93,1.06,0.0,0.0,0.0,4.0,2.11,21.0,149.0,232.0,71.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.959,2.129,0.349,54.0,85.0,4,6.0,75.21632625688069,0
23309,4,73.05,129,22.41,4.43,1.09,0.0,0.0,0.0,5.0,2.3,21.0,149.0,232.0,60.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.783,1.86,0.293,48.0,85.0,4,2.0,75.64941998266919,0
23310,8,61.91,237,18.87,17.73,0.93,0.57,0.0,0.0,4.0,2.41,21.0,149.0,232.0,62.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.377,8.17,0.698,74.0,85.0,4,3.0,72.86960772721095,0
23311,1,63.07,223,20.15,15.69,0.89,0.2,0.0,0.0,4.0,1.85,21.0,149.0,232.0,61.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.909,8.022,0.441,58.0,85.0,4,23.0,73.74003081424797,0
23313,0,61.92,234,20.35,16.93,0.91,0.0,0.0,0.0,4.0,1.89,21.0,149.0,232.0,58.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.536,8.451,0.523,72.0,85.0,4,26.0,73.62522744479996,0
23315,6,73.65,127,21.77,4.45,1.1,0.01,0.0,0.0,5.0,2.51,21.0,149.0,232.0,59.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.859,1.73,0.351,55.0,85.0,4,2.0,75.39281106771546,0
23316,3,64.6,217,19.8,15.21,0.88,0.11,0.0,0.0,5.0,1.74,21.0,149.0,232.0,60.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.782,6.344,0.467,52.0,85.0,4,7.0,73.39773852363396,0
23317,7,72.33,140,21.13,6.16,1.04,0.01,0.0,0.0,5.0,2.08,21.0,149.0,232.0,70.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.51,2.634,0.377,55.0,85.0,4,3.0,74.97515976287501,0
23318,5,72.52,129,22.24,4.4,1.09,0.0,0.0,0.0,5.0,2.28,21.0,149.0,232.0,59.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.77,1.846,0.291,47.0,85.0,4,0.0,75.59638629701334,0
23323,10,60.9,248,18.5,19.11,0.91,0.58,0.0,0.0,4.0,2.37,21.0,149.0,232.0,61.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.788,8.926,0.746,74.0,85.0,4,0.0,72.63197092942195,0
23324,364,72.64,124,23.49,3.34,1.12,0.0,0.0,0.0,13.0,2.33,12.0,219.0,312.0,54.0,3.68,0.048,0.004,22.1,0.0,0.064,0.235,6.433,0.357,0.632,4.0,0.0,4.0,4.0,1.64,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.0,1.287,1.481,0.238,62.0,85.0,4,1.0,76.14781308846653,0
23325,365,72.35,127,23.49,3.66,1.12,0.0,0.0,0.0,13.0,2.35,12.0,220.0,307.0,56.0,3.76,0.048,0.004,21.8,0.0,0.064,0.225,6.635,0.349,0.639,4.0,0.0,4.0,4.0,1.65,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.424,1.678,0.247,62.0,85.0,4,1.0,76.1080157636233,0
23326,366,73.08,120,23.49,2.85,1.12,0.0,0.0,0.0,13.0,2.34,12.0,219.0,314.0,54.0,3.52,0.047,0.003,22.6,0.0,0.064,0.249,6.13,0.369,0.623,4.0,0.0,4.0,4.0,1.62,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.0,1.082,1.185,0.225,63.0,85.0,4,1.0,76.20031731968987,0
23327,352,72.51,125,23.45,3.5,1.11,0.0,0.0,0.0,13.0,2.33,12.0,219.0,311.0,54.0,3.67,0.048,0.004,22.1,0.0,0.063,0.234,6.422,0.356,0.631,4.0,0.0,4.0,4.0,1.64,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.0,1.353,1.554,0.244,62.0,85.0,4,1.0,76.11622230732712,0
23328,354,72.24,128,23.46,3.81,1.12,0.0,0.0,0.0,13.0,2.35,12.0,219.0,306.0,56.0,3.75,0.048,0.004,21.8,0.0,0.064,0.225,6.624,0.349,0.638,4.0,0.0,4.0,4.0,1.65,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.488,1.748,0.253,62.0,85.0,4,1.0,76.08048413313308,0
23329,356,72.93,121,23.44,3.04,1.11,0.0,0.0,0.0,13.0,2.34,12.0,218.0,313.0,54.0,3.52,0.047,0.003,22.6,0.0,0.063,0.248,6.12,0.368,0.622,4.0,0.0,4.0,4.0,1.62,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.0,1.151,1.262,0.231,63.0,85.0,4,1.0,76.164402660685,0
23330,302,73.09,124,23.27,3.44,1.09,0.0,0.0,0.0,13.0,1.45,12.0,221.0,317.0,53.0,3.4,0.042,0.001,22.4,0.0,0.063,0.183,6.687,0.354,0.641,4.0,0.0,4.0,4.0,1.83,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.276,1.482,0.25,60.0,85.0,4,1.0,76.07836631540306,0
23331,303,72.88,127,23.26,3.74,1.1,0.0,0.0,0.0,13.0,1.47,12.0,220.0,323.0,52.0,3.41,0.049,0.001,22.7,0.0,0.063,0.183,6.779,0.346,0.645,4.0,0.0,4.0,4.0,1.68,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.308,1.547,0.263,58.0,85.0,4,1.0,76.07165989259134,0
23332,305,73.4,120,23.28,3.0,1.08,0.0,0.0,0.0,13.0,1.37,11.0,221.0,309.0,50.0,3.36,0.035,0.002,22.1,0.0,0.063,0.184,6.548,0.366,0.634,4.0,0.0,4.0,4.0,2.06,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,1.229,1.383,0.231,62.0,85.0,4,1.0,76.09610303889195,0
23333,315,73.07,124,23.26,3.48,1.09,0.0,0.0,0.0,13.0,1.45,12.0,220.0,317.0,53.0,3.39,0.042,0.001,22.4,0.0,0.063,0.183,6.685,0.354,0.641,4.0,0.0,4.0,4.0,1.83,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.285,1.49,0.251,60.0,85.0,4,1.0,76.0724540742401,0
23334,313,72.81,127,23.24,3.83,1.1,0.0,0.0,0.0,13.0,1.47,12.0,220.0,322.0,52.0,3.41,0.049,0.001,22.6,0.0,0.063,0.182,6.773,0.345,0.645,4.0,0.0,4.0,4.0,1.68,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.343,1.585,0.266,58.0,85.0,4,1.0,76.05533504758912,0
23335,314,73.46,120,23.3,2.95,1.08,0.0,0.0,0.0,13.0,1.37,11.0,221.0,310.0,50.0,3.36,0.035,0.002,22.1,0.0,0.063,0.184,6.552,0.366,0.635,4.0,0.0,4.0,4.0,2.06,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,1.199,1.346,0.228,62.0,85.0,4,1.0,76.1111042478129,0
23336,172,71.5,149,21.67,6.93,1.09,0.0,0.0,0.0,14.0,2.48,12.0,211.0,284.0,44.0,3.2,0.062,0.007,20.1,0.0,0.053,0.312,4.705,0.361,0.607,3.0,0.0,3.0,3.0,3.47,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,2.0,2.479,2.695,0.463,61.0,85.0,4,1.0,75.2092668644473,0
23337,173,71.05,153,21.5,7.4,1.1,0.0,0.0,0.0,14.0,2.52,12.0,208.0,279.0,44.0,3.21,0.061,0.007,19.2,0.0,0.05,0.3,4.461,0.35,0.601,3.0,0.0,3.0,3.0,3.34,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,2.0,2.687,2.956,0.496,61.0,85.0,4,1.0,75.09419876778304,0
23338,174,72.17,144,21.91,6.21,1.09,0.0,0.0,0.0,14.0,2.46,12.0,219.0,294.0,42.0,3.32,0.067,0.008,21.2,0.0,0.056,0.329,5.072,0.376,0.614,4.0,0.0,4.0,4.0,3.67,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,2.0,2.166,2.302,0.414,62.0,85.0,4,2.0,75.37860404044325,0
23339,194,68.75,163,22.43,8.17,1.0,0.0,0.0,0.0,15.0,1.83,11.0,200.0,273.0,45.0,3.57,0.043,0.002,20.8,0.0,0.055,0.203,6.515,0.373,0.563,4.0,0.0,4.0,4.0,1.74,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,3.0,3.478,3.941,0.48,61.0,85.0,4,9.0,75.2112964397719,0
23340,195,67.82,171,22.19,9.16,0.98,0.0,0.0,0.0,15.0,1.91,11.0,198.0,271.0,45.0,3.62,0.041,0.002,20.2,0.0,0.052,0.197,6.681,0.361,0.57,4.0,0.0,4.0,4.0,1.67,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.0,3.79,4.328,0.505,59.0,85.0,4,9.0,75.04751853531725,0
23341,193,70.15,151,22.79,6.67,1.02,0.0,0.0,0.0,14.0,1.73,12.0,204.0,279.0,46.0,3.52,0.044,0.002,21.4,0.0,0.059,0.213,6.267,0.391,0.552,4.0,0.0,4.0,4.0,1.85,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,2.0,2.91,3.25,0.42,63.0,85.0,4,9.0,75.4834360180791,0
